41, 250000, 1
18, 200000, 1
17, 50000, 5
25, 350000, 3
3, 0, 1
18, 200000, 1
18, 200000, 16
18, 200000, 2
7, 600000, 1
17, 50000, 1
32, 100000, 2
17, 50000, 3
32, 100000, 4
3, 0, 1
18, 200000, 0
18, 200000, 0
18, 200000, 1
18, 200000, 0
10, 150000, 2
18, 200000, 3
17, 50000, 1
32, 100000, 3
23, 500000, 7
17, 50000, 0
1, 450000, 7
10, 150000, 1
41, 250000, 2
25, 350000, 0
17, 50000, 7
32, 100000, 1
3, 0, 3
18, 200000, 1
3, 0, 4
18, 200000, 7
10, 150000, 18
33, 400000, 0
10, 150000, 0
18, 200000, 7
18, 200000, 3
18, 200000, 3
10, 150000, 2
32, 100000, 4
32, 100000, 0
18, 200000, 1
3, 0, 0
10, 150000, 0
41, 250000, 0
3, 0, 0
3, 0, 3
18, 200000, 1
18, 200000, 0
10, 150000, 7
32, 100000, 1
17, 50000, 0
32, 100000, 0
17, 50000, 86
25, 350000, 1
17, 50000, 1
3, 0, 0
18, 200000, 3
3, 0, 2
17, 50000, 2
32, 100000, 0
3, 0, 1
18, 200000, 0
33, 400000, 4
3, 0, 2
32, 100000, 2
18, 200000, 1
18, 200000, 0
3, 0, 0
10, 150000, 2
33, 400000, 2
13, 300000, 0
3, 0, 0
25, 350000, 0
42, 700000, 2
18, 200000, 2
32, 100000, 2
18, 200000, 1
18, 200000, 1
3, 0, 3
41, 250000, 5
33, 400000, 1
18, 200000, 1
17, 50000, 1
17, 50000, 0
0, 450000, 1
3, 0, 1
18, 200000, 7
3, 0, 0
41, 250000, 7
17, 50000, 1
18, 200000, 2
17, 50000, 2
25, 350000, 0
32, 100000, 0
17, 50000, 0
17, 50000, 0
17, 50000, 17
41, 250000, 3
17, 50000, 0
3, 0, 2
13, 300000, 2
3, 0, 10
17, 50000, 0
3, 0, 0
17, 50000, 0
33, 400000, 0
32, 100000, 5
0, 450000, 4
17, 50000, 0
33, 400000, 3
32, 100000, 4
17, 50000, 0
33, 400000, 3
17, 50000, 0
3, 0, 1
10, 150000, 0
18, 200000, 1
3, 0, 0
41, 250000, 6
10, 150000, 1
25, 350000, 0
41, 250000, 0
10, 150000, 0
18, 200000, 0
32, 100000, 0
41, 250000, 2
41, 250000, 0
33, 400000, 3
17, 50000, 3
33, 400000, 6
33, 400000, 0
18, 200000, 0
18, 200000, 22
3, 0, 0
17, 50000, 21
3, 0, 0
33, 400000, 3
32, 100000, 1
3, 0, 1
17, 50000, 2
18, 200000, 3
18, 200000, 0
17, 50000, 4
3, 0, 0
17, 50000, 2
17, 50000, 3
41, 250000, 3
41, 250000, 0
3, 0, 6
3, 0, 1
18, 200000, 0
25, 350000, 0
3, 0, 1
18, 200000, 2
41, 250000, 4
27, 650000, 3
17, 50000, 0
32, 100000, 2
41, 250000, 3
10, 150000, 3
32, 100000, 1
10, 150000, 1
10, 150000, 3
25, 350000, 3
3, 0, 13
32, 100000, 4
17, 50000, 0
18, 200000, 3
41, 250000, 0
18, 200000, 26
3, 0, 0
17, 50000, 0
13, 300000, 2
32, 100000, 4
3, 0, 1
18, 200000, 0
33, 400000, 2
18, 200000, 1
17, 50000, 2
3, 0, 2
17, 50000, 2
3, 0, 1
10, 150000, 6
17, 50000, 0
17, 50000, 15
17, 50000, 2
17, 50000, 2
3, 0, 3
18, 200000, 2
10, 150000, 9
18, 200000, 4
3, 0, 0
17, 50000, 1
3, 0, 6
32, 100000, 5
32, 100000, 2
32, 100000, 0
0, 450000, 3
13, 300000, 21
18, 200000, 4
33, 400000, 1
17, 50000, 1
32, 100000, 2
32, 100000, 5
10, 150000, 3
3, 0, 3
18, 200000, 0
18, 200000, 1
33, 400000, 3
18, 200000, 1
13, 300000, 4
10, 150000, 1
32, 100000, 4
3, 0, 1
41, 250000, 1
41, 250000, 1
17, 50000, 6
33, 400000, 1
32, 100000, 0
18, 200000, 2
32, 100000, 1
32, 100000, 3
3, 0, 5
41, 250000, 4
3, 0, 3
3, 0, 0
3, 0, 0
10, 150000, 5
17, 50000, 1
3, 0, 2
3, 0, 1
3, 0, 4
10, 150000, 1
32, 100000, 1
3, 0, 3
3, 0, 5
1, 450000, 16
32, 100000, 3
41, 250000, 5
3, 0, 2
10, 150000, 2
32, 100000, 1
33, 400000, 6
10, 150000, 0
41, 250000, 3
17, 50000, 0
3, 0, 2
18, 200000, 0
41, 250000, 0
3, 0, 3
18, 200000, 8
41, 250000, 1
25, 350000, 3
13, 300000, 2
10, 150000, 1
32, 100000, 3
17, 50000, 0
32, 100000, 4
10, 150000, 2
17, 50000, 3
3, 0, 2
18, 200000, 2
3, 0, 0
18, 200000, 0
10, 150000, 11
18, 200000, 2
41, 250000, 10
18, 200000, 29
18, 200000, 2
32, 100000, 0
32, 100000, 0
18, 200000, 5
17, 50000, 2
17, 50000, 14
32, 100000, 0
25, 350000, 0
17, 50000, 3
25, 350000, 1
41, 250000, 12
18, 200000, 0
38, 550000, 198
18, 200000, 1
18, 200000, 2
18, 200000, 0
1, 450000, 25
32, 100000, 0
17, 50000, 4
33, 400000, 0
13, 300000, 0
17, 50000, 2
18, 200000, 1
3, 0, 0
17, 50000, 1
17, 50000, 1
17, 50000, 2
3, 0, 4
32, 100000, 1
3, 0, 6
10, 150000, 1
25, 350000, 2
25, 350000, 0
41, 250000, 0
18, 200000, 14
36, 550000, 0
18, 200000, 17
32, 100000, 0
23, 500000, 1
17, 50000, 3
41, 250000, 2
17, 50000, 0
23, 500000, 6
3, 0, 3
32, 100000, 2
32, 100000, 1
32, 100000, 0
18, 200000, 0
17, 50000, 7
18, 200000, 3
41, 250000, 1
36, 550000, 7
18, 200000, 4
25, 350000, 1
25, 350000, 2
32, 100000, 0
41, 250000, 2
17, 50000, 2
10, 150000, 0
17, 50000, 3
25, 350000, 0
17, 50000, 2
3, 0, 0
25, 350000, 31
25, 350000, 10
17, 50000, 3
25, 350000, 3
32, 100000, 1
41, 250000, 0
32, 100000, 0
18, 200000, 1
41, 250000, 0
3, 0, 0
17, 50000, 1
10, 150000, 0
3, 0, 1
33, 400000, 3
18, 200000, 4
18, 200000, 1
17, 50000, 0
17, 50000, 0
18, 200000, 17
41, 250000, 2
36, 550000, 3
32, 100000, 0
18, 200000, 1
3, 0, 1
32, 100000, 0
10, 150000, 0
3, 0, 0
18, 200000, 2
32, 100000, 3
18, 200000, 1
18, 200000, 1
33, 400000, 4
41, 250000, 0
25, 350000, 2
41, 250000, 2
17, 50000, 2
32, 100000, 9
0, 450000, 0
3, 0, 1
3, 0, 3
18, 200000, 0
3, 0, 1
18, 200000, 2
18, 200000, 0
18, 200000, 1
25, 350000, 2
17, 50000, 0
17, 50000, 0
17, 50000, 2
3, 0, 0
18, 200000, 2
18, 200000, 0
18, 200000, 0
17, 50000, 95
3, 0, 1
17, 50000, 4
25, 350000, 5
18, 200000, 0
32, 100000, 0
3, 0, 2
10, 150000, 4
3, 0, 6
41, 250000, 1
18, 200000, 1
3, 0, 0
25, 350000, 12
18, 200000, 3
41, 250000, 2
10, 150000, 3
3, 0, 33
18, 200000, 0
32, 100000, 2
3, 0, 1
17, 50000, 9
32, 100000, 0
17, 50000, 0
32, 100000, 2
17, 50000, 1
33, 400000, 3
18, 200000, 0
3, 0, 22
10, 150000, 1
18, 200000, 2
3, 0, 3
41, 250000, 0
32, 100000, 2
3, 0, 0
17, 50000, 1
3, 0, 0
32, 100000, 3
33, 400000, 3
32, 100000, 1
18, 200000, 0
32, 100000, 1
3, 0, 1
17, 50000, 2
25, 350000, 1
18, 200000, 1
0, 450000, 2
32, 100000, 3
32, 100000, 80
32, 100000, 4
13, 300000, 1
3, 0, 2
17, 50000, 0
17, 50000, 1
3, 0, 0
41, 250000, 0
3, 0, 5
17, 50000, 0
32, 100000, 1
17, 50000, 1
18, 200000, 23
25, 350000, 2
17, 50000, 1
3, 0, 0
25, 350000, 54
18, 200000, 2
32, 100000, 1
18, 200000, 3
32, 100000, 0
41, 250000, 0
32, 100000, 2
32, 100000, 2
41, 250000, 0
17, 50000, 0
3, 0, 0
41, 250000, 4
18, 200000, 0
3, 0, 1
32, 100000, 0
17, 50000, 0
25, 350000, 2
18, 200000, 3
33, 400000, 6
18, 200000, 2
33, 400000, 1
32, 100000, 2
8, 600000, 0
32, 100000, 2
10, 150000, 0
17, 50000, 2
0, 450000, 1
17, 50000, 6
17, 50000, 1
3, 0, 2
17, 50000, 3
17, 50000, 1
17, 50000, 2
17, 50000, 2
41, 250000, 17
17, 50000, 0
41, 250000, 2
18, 200000, 5
3, 0, 0
25, 350000, 12
17, 50000, 4
10, 150000, 12
18, 200000, 3
3, 0, 95
32, 100000, 4
3, 0, 2
25, 350000, 2
18, 200000, 2
18, 200000, 2
10, 150000, 1
17, 50000, 7
17, 50000, 0
10, 150000, 4
12, 300000, 58
3, 0, 1
18, 200000, 6
10, 150000, 3
18, 200000, 0
32, 100000, 3
17, 50000, 1
18, 200000, 3
17, 50000, 3
13, 300000, 2
10, 150000, 2
7, 600000, 1
3, 0, 0
3, 0, 1
32, 100000, 2
13, 300000, 2
10, 150000, 2
17, 50000, 1
33, 400000, 1
17, 50000, 0
18, 200000, 1
10, 150000, 3
32, 100000, 3
32, 100000, 3
17, 50000, 0
10, 150000, 0
10, 150000, 1
17, 50000, 2
17, 50000, 3
25, 350000, 3
3, 0, 1
32, 100000, 6
3, 0, 1
17, 50000, 3
18, 200000, 2
32, 100000, 0
41, 250000, 3
17, 50000, 3
17, 50000, 0
32, 100000, 0
32, 100000, 0
17, 50000, 0
32, 100000, 1
17, 50000, 0
41, 250000, 2
17, 50000, 2
33, 400000, 0
3, 0, 0
18, 200000, 1
41, 250000, 2
32, 100000, 1
7, 600000, 2
25, 350000, 1
32, 100000, 19
32, 100000, 1
18, 200000, 1
17, 50000, 0
3, 0, 1
25, 350000, 46
3, 0, 1
32, 100000, 0
3, 0, 1
17, 50000, 3
3, 0, 1
10, 150000, 51
3, 0, 1
3, 0, 11
17, 50000, 1
0, 450000, 2
17, 50000, 1
32, 100000, 1
32, 100000, 0
18, 200000, 0
32, 100000, 1
3, 0, 1
3, 0, 1
41, 250000, 6
41, 250000, 0
25, 350000, 2
18, 200000, 0
3, 0, 1
10, 150000, 11
17, 50000, 0
17, 50000, 0
3, 0, 1
41, 250000, 0
13, 300000, 1
3, 0, 0
3, 0, 3
3, 0, 1
25, 350000, 1
18, 200000, 6
3, 0, 13
0, 450000, 3
18, 200000, 0
17, 50000, 0
18, 200000, 1
18, 200000, 3
10, 150000, 4
41, 250000, 13
18, 200000, 0
3, 0, 8
10, 150000, 1
3, 0, 0
33, 400000, 1
18, 200000, 2
3, 0, 3
17, 50000, 0
26, 350000, 414
17, 50000, 4
3, 0, 1
17, 50000, 2
10, 150000, 4
3, 0, 0
17, 50000, 2
13, 300000, 13
10, 150000, 1
3, 0, 4
32, 100000, 0
25, 350000, 5
3, 0, 2
32, 100000, 3
18, 200000, 1
17, 50000, 0
17, 50000, 0
33, 400000, 4
18, 200000, 3
17, 50000, 1
41, 250000, 5
17, 50000, 2
25, 350000, 0
18, 200000, 11
18, 200000, 8
17, 50000, 2
17, 50000, 0
41, 250000, 1
3, 0, 0
13, 300000, 1
18, 200000, 1
17, 50000, 1
18, 200000, 0
3, 0, 0
32, 100000, 2
32, 100000, 2
32, 100000, 2
41, 250000, 0
41, 250000, 2
3, 0, 1
3, 0, 3
18, 200000, 1
17, 50000, 3
3, 0, 0
18, 200000, 0
17, 50000, 0
33, 400000, 0
17, 50000, 2
17, 50000, 2
10, 150000, 1
10, 150000, 1
32, 100000, 0
18, 200000, 7
7, 600000, 1
33, 400000, 2
18, 200000, 1
3, 0, 3
3, 0, 1
17, 50000, 0
17, 50000, 3
3, 0, 0
18, 200000, 3
23, 500000, 4
18, 200000, 1
18, 200000, 0
18, 200000, 1
3, 0, 1
10, 150000, 4
17, 50000, 0
8, 600000, 0
18, 200000, 2
17, 50000, 4
17, 50000, 1
10, 150000, 1
10, 150000, 1
18, 200000, 0
3, 0, 3
18, 200000, 1
32, 100000, 0
17, 50000, 3
13, 300000, 1
18, 200000, 0
18, 200000, 18
33, 400000, 35
32, 100000, 1
10, 150000, 4
17, 50000, 4
32, 100000, 0
32, 100000, 0
3, 0, 2
10, 150000, 1
41, 250000, 1
3, 0, 0
17, 50000, 1
10, 150000, 0
41, 250000, 5
3, 0, 0
17, 50000, 0
3, 0, 2
41, 250000, 2
32, 100000, 0
41, 250000, 8
33, 400000, 1
18, 200000, 7
18, 200000, 1
18, 200000, 0
17, 50000, 9
17, 50000, 1
18, 200000, 2
18, 200000, 4
32, 100000, 0
32, 100000, 3
18, 200000, 3
0, 450000, 3
18, 200000, 1
3, 0, 12
41, 250000, 2
41, 250000, 1
6, 600000, 4
3, 0, 7
33, 400000, 4
3, 0, 2
17, 50000, 0
25, 350000, 0
10, 150000, 0
17, 50000, 6
18, 200000, 2
18, 200000, 2
3, 0, 2
17, 50000, 0
10, 150000, 0
32, 100000, 1
18, 200000, 1
33, 400000, 0
10, 150000, 14
18, 200000, 12
18, 200000, 0
10, 150000, 0
32, 100000, 4
18, 200000, 0
18, 200000, 0
25, 350000, 0
17, 50000, 3
0, 450000, 0
32, 100000, 1
17, 50000, 5
3, 0, 1
25, 350000, 0
18, 200000, 2
33, 400000, 0
33, 400000, 0
25, 350000, 0
10, 150000, 3
13, 300000, 1
13, 300000, 0
7, 600000, 1
3, 0, 1
32, 100000, 0
33, 400000, 0
3, 0, 0
17, 50000, 1
10, 150000, 4
17, 50000, 2
3, 0, 2
3, 0, 0
25, 350000, 1
17, 50000, 0
18, 200000, 2
41, 250000, 3
17, 50000, 6
22, 500000, 23
13, 300000, 1
3, 0, 2
3, 0, 2
32, 100000, 3
3, 0, 0
18, 200000, 2
33, 400000, 4
17, 50000, 0
10, 150000, 0
10, 150000, 0
3, 0, 1
18, 200000, 1
3, 0, 1
17, 50000, 1
32, 100000, 4
18, 200000, 1
0, 450000, 2
3, 0, 0
25, 350000, 1
32, 100000, 3
18, 200000, 0
32, 100000, 1
17, 50000, 0
18, 200000, 1
3, 0, 3
33, 400000, 1
43, 700000, 0
10, 150000, 1
13, 300000, 3
3, 0, 2
32, 100000, 1
17, 50000, 0
18, 200000, 2
3, 0, 0
18, 200000, 1
17, 50000, 0
41, 250000, 1
32, 100000, 2
32, 100000, 1
17, 50000, 3
18, 200000, 0
41, 250000, 2
25, 350000, 0
10, 150000, 0
18, 200000, 1
0, 450000, 0
25, 350000, 2
17, 50000, 3
10, 150000, 1
17, 50000, 1
10, 150000, 22
32, 100000, 1
32, 100000, 2
18, 200000, 0
17, 50000, 0
13, 300000, 0
18, 200000, 8
17, 50000, 0
41, 250000, 6
32, 100000, 1
3, 0, 3
17, 50000, 2
17, 50000, 2
10, 150000, 1
17, 50000, 1
32, 100000, 0
25, 350000, 1
17, 50000, 2
10, 150000, 1
33, 400000, 0
23, 500000, 1
13, 300000, 1
32, 100000, 2
1, 450000, 9
25, 350000, 2
17, 50000, 3
17, 50000, 1
10, 150000, 0
41, 250000, 0
32, 100000, 1
3, 0, 2
17, 50000, 35
25, 350000, 0
41, 250000, 0
33, 400000, 11
32, 100000, 2
18, 200000, 1
33, 400000, 1
3, 0, 0
32, 100000, 3
3, 0, 0
10, 150000, 0
18, 200000, 3
3, 0, 0
32, 100000, 0
32, 100000, 0
18, 200000, 3
32, 100000, 2
18, 200000, 2
17, 50000, 0
32, 100000, 1
32, 100000, 0
3, 0, 0
17, 50000, 1
3, 0, 0
3, 0, 3
17, 50000, 4
3, 0, 1
25, 350000, 3
3, 0, 0
32, 100000, 1
10, 150000, 0
32, 100000, 2
10, 150000, 4
3, 0, 0
32, 100000, 1
3, 0, 0
17, 50000, 0
33, 400000, 7
32, 100000, 0
3, 0, 0
10, 150000, 1
41, 250000, 1
25, 350000, 0
3, 0, 4
18, 200000, 10
17, 50000, 1
3, 0, 1
17, 50000, 4
41, 250000, 1
32, 100000, 2
18, 200000, 1
17, 50000, 7
17, 50000, 0
3, 0, 1
41, 250000, 33
3, 0, 1
18, 200000, 0
13, 300000, 0
33, 400000, 2
3, 0, 1
17, 50000, 0
18, 200000, 3
18, 200000, 1
17, 50000, 1
41, 250000, 2
17, 50000, 3
13, 300000, 1
41, 250000, 5
32, 100000, 5
10, 150000, 0
3, 0, 0
3, 0, 1
32, 100000, 2
17, 50000, 2
17, 50000, 2
32, 100000, 0
32, 100000, 2
17, 50000, 5
18, 200000, 0
3, 0, 1
41, 250000, 2
18, 200000, 2
32, 100000, 0
41, 250000, 2
32, 100000, 1
10, 150000, 3
32, 100000, 1
41, 250000, 4
17, 50000, 1
3, 0, 1
18, 200000, 2
3, 0, 0
18, 200000, 4
10, 150000, 6
18, 200000, 1
3, 0, 0
41, 250000, 1
17, 50000, 0
17, 50000, 0
25, 350000, 0
17, 50000, 6
41, 250000, 0
32, 100000, 6
0, 450000, 1
41, 250000, 1
18, 200000, 0
32, 100000, 0
17, 50000, 2
33, 400000, 1
41, 250000, 3
3, 0, 1
3, 0, 3
17, 50000, 3
3, 0, 1
32, 100000, 3
18, 200000, 3
17, 50000, 3
18, 200000, 3
41, 250000, 4
3, 0, 0
18, 200000, 5
3, 0, 2
19, 200000, 233
32, 100000, 1
18, 200000, 0
32, 100000, 0
13, 300000, 1
17, 50000, 0
17, 50000, 0
10, 150000, 0
32, 100000, 0
10, 150000, 2
32, 100000, 1
18, 200000, 0
3, 0, 2
32, 100000, 1
3, 0, 0
10, 150000, 2
17, 50000, 0
25, 350000, 0
17, 50000, 0
17, 50000, 1
25, 350000, 3
18, 200000, 0
17, 50000, 1
32, 100000, 1
17, 50000, 0
32, 100000, 0
3, 0, 1
32, 100000, 0
41, 250000, 0
17, 50000, 1
32, 100000, 1
18, 200000, 2
18, 200000, 2
3, 0, 1
32, 100000, 1
13, 300000, 1
33, 400000, 2
17, 50000, 2
18, 200000, 0
3, 0, 0
18, 200000, 0
18, 200000, 2
36, 550000, 2
18, 200000, 2
10, 150000, 3
25, 350000, 5
3, 0, 0
3, 0, 1
33, 400000, 1
3, 0, 0
17, 50000, 34
3, 0, 0
41, 250000, 1
10, 150000, 4
3, 0, 1
10, 150000, 0
32, 100000, 0
3, 0, 0
10, 150000, 3
32, 100000, 1
18, 200000, 0
6, 600000, 6
18, 200000, 1
18, 200000, 6
13, 300000, 0
25, 350000, 0
32, 100000, 1
0, 450000, 1
10, 150000, 2
41, 250000, 2
32, 100000, 2
17, 50000, 25
41, 250000, 4
32, 100000, 2
3, 0, 3
17, 50000, 1
32, 100000, 2
10, 150000, 0
10, 150000, 1
32, 100000, 0
17, 50000, 2
18, 200000, 10
32, 100000, 5
17, 50000, 10
32, 100000, 3
3, 0, 7
10, 150000, 8
18, 200000, 0
32, 100000, 2
18, 200000, 0
41, 250000, 2
17, 50000, 0
32, 100000, 0
3, 0, 1
18, 200000, 6
3, 0, 3
17, 50000, 7
17, 50000, 3
3, 0, 0
17, 50000, 3
18, 200000, 2
18, 200000, 1
32, 100000, 0
32, 100000, 3
3, 0, 3
32, 100000, 2
32, 100000, 0
17, 50000, 1
10, 150000, 4
3, 0, 0
18, 200000, 0
3, 0, 0
17, 50000, 1
23, 500000, 2
18, 200000, 5
3, 0, 0
18, 200000, 1
3, 0, 0
13, 300000, 0
33, 400000, 0
18, 200000, 0
32, 100000, 0
17, 50000, 5
17, 50000, 2
41, 250000, 3
18, 200000, 2
18, 200000, 2
33, 400000, 27
17, 50000, 0
17, 50000, 2
32, 100000, 0
32, 100000, 6
32, 100000, 9
17, 50000, 11
3, 0, 2
18, 200000, 3
41, 250000, 5
3, 0, 1
18, 200000, 1
23, 500000, 3
25, 350000, 2
3, 0, 2
32, 100000, 1
18, 200000, 1
17, 50000, 0
32, 100000, 0
32, 100000, 6
17, 50000, 0
1, 450000, 12
18, 200000, 0
3, 0, 0
41, 250000, 2
3, 0, 2
17, 50000, 1
25, 350000, 1
17, 50000, 1
3, 0, 3
18, 200000, 0
25, 350000, 0
3, 0, 0
3, 0, 0
18, 200000, 0
33, 400000, 4
18, 200000, 0
17, 50000, 0
3, 0, 1
10, 150000, 7
17, 50000, 2
17, 50000, 10
18, 200000, 24
17, 50000, 1
10, 150000, 1
13, 300000, 0
41, 250000, 2
18, 200000, 1
18, 200000, 0
3, 0, 0
32, 100000, 0
3, 0, 1
41, 250000, 5
18, 200000, 0
10, 150000, 32
3, 0, 1
3, 0, 0
25, 350000, 1
17, 50000, 1
32, 100000, 1
41, 250000, 0
41, 250000, 0
32, 100000, 0
18, 200000, 1
32, 100000, 0
32, 100000, 1
41, 250000, 11
3, 0, 2
41, 250000, 3
32, 100000, 0
3, 0, 0
17, 50000, 2
18, 200000, 1
18, 200000, 0
10, 150000, 11
3, 0, 4
18, 200000, 1
10, 150000, 1
10, 150000, 1
18, 200000, 9
3, 0, 1
17, 50000, 1
3, 0, 0
17, 50000, 2
17, 50000, 1
33, 400000, 0
41, 250000, 3
25, 350000, 2
25, 350000, 1
32, 100000, 9
3, 0, 1
32, 100000, 0
3, 0, 1
18, 200000, 0
25, 350000, 4
25, 350000, 0
41, 250000, 0
36, 550000, 4
3, 0, 1
32, 100000, 0
3, 0, 0
3, 0, 1
13, 300000, 20
32, 100000, 2
32, 100000, 0
10, 150000, 1
32, 100000, 0
17, 50000, 13
10, 150000, 0
41, 250000, 3
17, 50000, 10
25, 350000, 6
32, 100000, 0
17, 50000, 1
10, 150000, 1
41, 250000, 1
25, 350000, 0
3, 0, 2
25, 350000, 5
3, 0, 1
10, 150000, 6
25, 350000, 9
18, 200000, 3
41, 250000, 1
13, 300000, 4
8, 600000, 0
18, 200000, 1
17, 50000, 4
13, 300000, 1
17, 50000, 0
18, 200000, 1
17, 50000, 2
0, 450000, 1
18, 200000, 1
3, 0, 9
18, 200000, 1
17, 50000, 0
17, 50000, 0
17, 50000, 1
3, 0, 2
17, 50000, 2
41, 250000, 3
13, 300000, 0
3, 0, 2
25, 350000, 0
3, 0, 1
18, 200000, 5
13, 300000, 0
18, 200000, 1
18, 200000, 0
18, 200000, 1
18, 200000, 1
17, 50000, 0
18, 200000, 2
17, 50000, 1
32, 100000, 1
3, 0, 1
3, 0, 6
18, 200000, 1
18, 200000, 4
17, 50000, 0
17, 50000, 1
18, 200000, 0
10, 150000, 44
17, 50000, 1
18, 200000, 2
25, 350000, 3
10, 150000, 1
18, 200000, 5
33, 400000, 1
41, 250000, 3
10, 150000, 6
3, 0, 39
18, 200000, 2
17, 50000, 1
17, 50000, 0
3, 0, 2
3, 0, 0
33, 400000, 1
41, 250000, 77
17, 50000, 2
10, 150000, 0
33, 400000, 2
18, 200000, 1
41, 250000, 2
3, 0, 0
17, 50000, 6
41, 250000, 2
42, 700000, 12
17, 50000, 1
3, 0, 1
41, 250000, 4
32, 100000, 0
7, 600000, 1
18, 200000, 0
3, 0, 3
32, 100000, 1
32, 100000, 0
41, 250000, 4
32, 100000, 6
17, 50000, 2
10, 150000, 1
10, 150000, 17
18, 200000, 3
3, 0, 0
13, 300000, 4
32, 100000, 0
10, 150000, 2
32, 100000, 12
18, 200000, 1
10, 150000, 11
10, 150000, 7
10, 150000, 1
10, 150000, 0
25, 350000, 1
10, 150000, 1
10, 150000, 0
41, 250000, 1
10, 150000, 1
10, 150000, 4
34, 400000, 76
17, 50000, 1
3, 0, 2
3, 0, 0
17, 50000, 4
17, 50000, 1
36, 550000, 6
17, 50000, 0
32, 100000, 1
18, 200000, 1
41, 250000, 1
32, 100000, 0
18, 200000, 1
32, 100000, 2
13, 300000, 0
10, 150000, 0
3, 0, 7
18, 200000, 3
33, 400000, 1
17, 50000, 0
10, 150000, 1
18, 200000, 1
3, 0, 4
32, 100000, 6
18, 200000, 0
10, 150000, 4
17, 50000, 0
3, 0, 0
3, 0, 0
41, 250000, 4
18, 200000, 2
3, 0, 2
18, 200000, 1
18, 200000, 4
25, 350000, 1
18, 200000, 0
33, 400000, 0
7, 600000, 3
32, 100000, 1
17, 50000, 5
18, 200000, 2
3, 0, 2
